test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),cell line,organism,cell type,morphology,tissue,disease,BSL,material.1,CID,Canonical_smiles,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi
MTT,Au,4,200.0,36.126,24.6,-4.65,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,4,400.0,22.253,24.6,-33.33,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,4,500.0,19.643,24.6,-31.3,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,1.0,91.262,24.6,-16.95,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,3.0,87.5,24.6,29.45,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,10.0,81.553,24.6,-20.165,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,30.0,52.306,24.6,-37.9,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,100.0,30.097,24.6,-5.85,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,1.0,108.01,24.6,-7.455,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,3.0,107.14,24.6,-7.455,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,10.0,106.26,24.6,-7.455,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,30.0,94.072,24.6,-20.665,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,72,100.0,64.764,24.6,-25.0,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,24,0.5,88.021,24.6,24.3,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
MTT,Au,24,5.0,85.069,24.6,31.49,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,24,50.0,55.556,24.6,37.28,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,24,500.0,12.5,24.6,-30.62,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,24,0.5,97.049,24.6,-17.1,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,24,5.0,94.444,24.6,-19.285,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,24,50.0,92.014,24.6,-8.72,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,24,500.0,5.9028,24.6,-30.62,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,48,0.5,83.505,24.6,-23.1,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,48,5.0,69.931,24.6,-43.29,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,48,50.0,49.485,24.6,-40.5,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,48,0.5,99.485,24.6,-13.56,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,48,5.0,89.519,24.6,-17.1,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,48,50.0,85.911,24.6,-8.72,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,48,500.0,3.9519,25.0,-30.62,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,72,0.5,82.847,25.0,-4.58,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
NRU,Au,72,5.0,59.691,25.0,-24.5,143B,Human,Human,mix,bone,osteosarcoma,1,Au,23985,[Au],11,196.967,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.001880613197383,0.0,-0.0025,0.0,2.467976720090587,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338
CCK-8,SiO2,24,10.93,84.667,25.0,20.02,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,21.87,74.933,25.0,20.02,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,43.75,75.467,25.0,20.02,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,87.5,67.733,25.0,20.02,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,175.0,66.8,25.0,20.02,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,24,1.0,96.943,25.0,71.7,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,6,0.8,99.051,25.76,71.7,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,6,4.0,94.146,25.76,71.7,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,6,8.0,103.16,25.76,71.7,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,6,14.0,93.513,25.76,71.7,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
CCK-8,SiO2,6,20.0,75.949,26.0,71.7,16HBE,Human,Human,epithelial,respiratory tract,Carcinoma,2,SiO2,24261,O=[Si]=O,16,60.084,2,0,0,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.25,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0833333333333333,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341
MTT,MgO,48,200.0,77.962,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,48,400.0,55.924,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,72,25.0,90.047,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,72,50.0,87.441,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,72,100.0,77.962,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,72,200.0,68.483,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,72,400.0,43.365,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,24,25.0,98.832,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,24,50.0,90.888,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,24,100.0,89.486,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,24,200.0,79.907,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,24,400.0,54.206,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,48,25.0,96.262,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,48,50.0,89.486,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
MTT,MgO,48,100.0,84.112,30.0,-8.0,3T3-L1,mouse,Animal,fibroblast,embryo,Normal,1,MgO,14792,O=[Mg],8,40.304,1,0,0,2,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.4526732223628,17.07,-0.4996,6.440499999999999,2.529568634023505,0.8660254037844387,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.5662337662337664,2.566233766233767,1.5662337662337678,0.3322888121053252,2.0096609883622896
